PATRIC ID	RefSeq Locus Tag	Product
fig|208963.12.peg.3682	PA14_44840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase (EC 4.1.1.97)
fig|208963.12.peg.3683	PA14_44850	Allantoicase (EC 3.5.3.4)
fig|208963.12.peg.3684	PA14_44860	Ureidoglycolate lyase (EC 4.3.2.3)
fig|208963.12.peg.3685	PA14_44880	FIG137887: membrane protein related to purine degradation
fig|208963.12.peg.3686	PA14_44890	secreted protein Hcp
fig|208963.12.peg.3687	PA14_44900	VgrG protein
fig|208963.12.peg.3688	PA14_44910	hypothetical protein
fig|208963.12.peg.3689	PA14_44930	hypothetical protein
fig|208963.12.peg.3690		FIG00954510: hypothetical protein
fig|208963.12.peg.3691	PA14_44950	Putative transporter
fig|208963.12.peg.3692	PA14_44960	Putative phosphatase
fig|208963.12.peg.3693	PA14_44970	Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18)
fig|208963.12.peg.3694	PA14_44980	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3695	PA14_44990	GlcG protein
fig|208963.12.peg.3696	PA14_45000	Glyoxylate carboligase (EC 4.1.1.47)
fig|208963.12.peg.3697	PA14_45010	Hydroxypyruvate isomerase (EC 5.3.1.22)
fig|208963.12.peg.3698	PA14_45020	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)
fig|208963.12.peg.3699	PA14_45030	D-glycerate 2-kinase (EC 2.7.1.165)
fig|208963.12.peg.3700	PA14_45050	Pyruvate kinase (EC 2.7.1.40)
fig|208963.12.peg.3701	PA14_45060	Eukaryotic-type low-affinity urea transporter
fig|208963.12.peg.3702	PA14_45070	"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"
fig|208963.12.peg.3703	PA14_45090	hypothetical protein
fig|208963.12.peg.3704	PA14_45100	hypothetical protein
fig|208963.12.peg.3705	PA14_45110	Sulfate-binding protein Sbp
fig|208963.12.peg.3706	PA14_45120	hypothetical protein
fig|208963.12.peg.3707	PA14_45130	Small molecule permease
fig|208963.12.peg.3708	PA14_45150	"Transcriptional regulator, DeoR family"
fig|208963.12.peg.3709	PA14_45170	"Oxidoreductase, FAD-binding"
fig|208963.12.peg.3710	PA14_45180	FAD-dependent pyridine nucleotide-disulphide oxidoreductase
fig|208963.12.peg.3711	PA14_45190	"Carbohydrate kinase, FGGY"
fig|208963.12.peg.3712	PA14_45210	D-aminopeptidase (EC 3.4.11.19)
fig|208963.12.peg.3713	PA14_45240	Putative amino acid permease
fig|208963.12.peg.3714	PA14_45250	"Transcriptional regulator, LuxR family"
fig|208963.12.peg.3715	PA14_45260	hypothetical protein
fig|208963.12.peg.3716	PA14_45280	Cytochrome c heme lyase subunit CcmH
fig|208963.12.peg.3717	PA14_45290	Cytochrome c heme lyase subunit CcmL
fig|208963.12.peg.3718	PA14_45300	"Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase"
fig|208963.12.peg.3719	PA14_45310	Cytochrome c-type biogenesis protein CcmF
fig|208963.12.peg.3720	PA14_45330	"Cytochrome c-type biogenesis protein CcmE, heme chaperone"
fig|208963.12.peg.3721	PA14_45340	"Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE"
fig|208963.12.peg.3722	PA14_45350	"Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE"
fig|208963.12.peg.3723	PA14_45370	"ABC transporter involved in cytochrome c biogenesis, CcmB subunit"
fig|208963.12.peg.3724	PA14_45380	"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA"
fig|208963.12.peg.3725	PA14_45400	Molecular chaperone
fig|208963.12.peg.3726	PA14_45410	Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
fig|208963.12.peg.3727		FIG00963196: hypothetical protein
fig|208963.12.peg.3728	PA14_45430	Putative short-chain dehydrogenase
fig|208963.12.peg.3729	PA14_45440	FIG00003370: Multicopper polyphenol oxidase
fig|208963.12.peg.3730	PA14_45450	hypothetical protein
fig|208963.12.peg.3731	PA14_45460	"Transcriptional regulator, DeoR family"
fig|208963.12.peg.3732	PA14_45470	Glutathione S-transferase (EC 2.5.1.18)
fig|208963.12.peg.3733	PA14_45480	hypothetical protein
fig|208963.12.peg.3734	PA14_45500	Positive regulator of CheA protein activity (CheW)
fig|208963.12.peg.3735	PA14_45510	CheW domain protein
fig|208963.12.peg.3736	PA14_45520	ParA family protein
fig|208963.12.peg.3737	PA14_45540	Flagellar motor rotation protein MotB
fig|208963.12.peg.3738	PA14_45560	Flagellar motor rotation protein MotA
fig|208963.12.peg.3739	PA14_45580	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)
fig|208963.12.peg.3740	PA14_45590	Signal transduction histidine kinase CheA (EC 2.7.3.-)
fig|208963.12.peg.3741	PA14_45610	Chemotaxis response - phosphatase CheZ
fig|208963.12.peg.3742	PA14_45620	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY
fig|208963.12.peg.3743	PA14_45630	RNA polymerase sigma factor for flagellar operon
fig|208963.12.peg.3744	PA14_45640	Flagellar synthesis regulator FleN
fig|208963.12.peg.3745	PA14_45660	Flagellar biosynthesis protein FlhF
fig|208963.12.peg.3746	PA14_45680	Flagellar biosynthesis protein FlhA
fig|208963.12.peg.3747	PA14_45700	Beta-propeller domains of methanol dehydrogenase type
fig|208963.12.peg.3748	PA14_45710	Beta-propeller domains of methanol dehydrogenase type
fig|208963.12.peg.3749	PA14_45720	Flagellar biosynthesis protein FlhB
fig|208963.12.peg.3750	PA14_45740	Flagellar biosynthesis protein FliR
fig|208963.12.peg.3751	PA14_45760	Flagellar biosynthesis protein FliQ
fig|208963.12.peg.3752	PA14_45770	Flagellar biosynthesis protein FliP
fig|208963.12.peg.3753	PA14_45780	Flagellar biosynthesis protein FliO
fig|208963.12.peg.3754	PA14_45790	Flagellar motor switch protein FliN
fig|208963.12.peg.3755	PA14_45800	Flagellar motor switch protein FliM
fig|208963.12.peg.3756	PA14_45810	Flagellar basal body-associated protein FliL
fig|208963.12.peg.3757	PA14_45830	Flagellar hook-length control protein FliK
fig|208963.12.peg.3758		FIG00965052: hypothetical protein
fig|208963.12.peg.3759	PA14_45840	Cation/multidrug efflux pump
fig|208963.12.peg.3760	PA14_45850	FIG039061: hypothetical protein related to heme utilization
fig|208963.12.peg.3761	PA14_45870	Heavy metal sensor histidine kinase
fig|208963.12.peg.3762	PA14_45880	DNA-binding heavy metal response regulator
fig|208963.12.peg.3763		FIG00955778: hypothetical protein
fig|208963.12.peg.3764	PA14_45890	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA
fig|208963.12.peg.3765	PA14_45910	"Type I secretion system, membrane fusion protein LapC"
fig|208963.12.peg.3766	PA14_45920	T1SS associated transglutaminase-like cysteine proteinase LapP
fig|208963.12.peg.3767	PA14_45930	Membrane bound c-di-GMP receptor LapD
fig|208963.12.peg.3768	PA14_45940	hypothetical protein
fig|208963.12.peg.3769	PA14_45960	N-3-oxododecanoyl-L-homoserine lactone quorum-sensing transcriptional activator @ Transcriptional regulator LasR
fig|208963.12.peg.3770		hypothetical protein
fig|208963.12.peg.3771	PA14_45970	"Cation-transporting ATPase, E1-E2 family"
fig|208963.12.peg.3772	PA14_45980	Acetyltransferase
fig|208963.12.peg.3773		"ABC-type antimicrobial peptide transport system, ATPase component"
fig|208963.12.peg.3774	PA14_46010	hypothetical protein
fig|208963.12.peg.3775		hypothetical protein
fig|208963.12.peg.3776	PA14_46020	hypothetical protein
fig|208963.12.peg.3777	PA14_46030	Methyl-accepting chemotaxis protein
fig|208963.12.peg.3778	PA14_46060	Transcriptional regulator GbuR
fig|208963.12.peg.3779	PA14_46070	Guanidinobutyrase (EC 3.5.3.7)
fig|208963.12.peg.3780	PA14_46080	Undecaprenyl pyrophosphate synthase
fig|208963.12.peg.3781	PA14_46100	Putative transporter
fig|208963.12.peg.3782	PA14_46110	"sodium-solute symporter, putative"
fig|208963.12.peg.3783	PA14_46120	Acetohydroxy acid synthase
fig|208963.12.peg.3784	PA14_46140	D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)
fig|208963.12.peg.3785	PA14_46150	"Zn-dependent hydrolases, including glyoxylases"
fig|208963.12.peg.3786	PA14_46160	hypothetical protein
fig|208963.12.peg.3787	PA14_46170	LysR family transcriptional regulator similar to YneJ
fig|208963.12.peg.3788	PA14_46180	hypothetical protein
fig|208963.12.peg.3789	PA14_46200	hypothetical protein
fig|208963.12.peg.3790	PA14_46220	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)
fig|208963.12.peg.3791	PA14_46230	acetylpolyamine aminohydrolase
fig|208963.12.peg.3792		FIG00957818: hypothetical protein
fig|208963.12.peg.3793	PA14_46240	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
fig|208963.12.peg.3794	PA14_46250	Uncharacterized methyltransferase PA1407
fig|208963.12.peg.3795	PA14_46260	hypothetical protein
fig|208963.12.peg.3796	PA14_46270	Putative helicase
fig|208963.12.peg.3797	PA14_46280	hypothetical protein
fig|208963.12.peg.3798	PA14_46290	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3799	PA14_46300	O-methyltransferase?
fig|208963.12.peg.3800	PA14_46310	hypothetical protein
fig|208963.12.peg.3801	PA14_46320	Probable pyruvate carboxylase
fig|208963.12.peg.3802	PA14_46330	Transcriptional regulator
fig|208963.12.peg.3803	PA14_46340	hypothetical protein
fig|208963.12.peg.3804	PA14_46360	Putative two-component response regulator
fig|208963.12.peg.3805	PA14_46370	Putative two-component sensor
fig|208963.12.peg.3806	PA14_46380	hypothetical protein
fig|208963.12.peg.3807	PA14_46390	hypothetical protein
fig|208963.12.peg.3808	PA14_46400	"Transcriptional regulator, AraC family"
fig|208963.12.peg.3809	PA14_46420	Putative short-chain dehydrogenase
fig|208963.12.peg.3810	PA14_46430	hypothetical protein
fig|208963.12.peg.3811	PA14_46440	Acetyltransferase
fig|208963.12.peg.3812	PA14_46450	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)
fig|208963.12.peg.3813	PA14_46470	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)
fig|208963.12.peg.3814	PA14_46480	"Transcriptional regulator, HxlR family"
fig|208963.12.peg.3815	PA14_46490	3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41)
fig|208963.12.peg.3816		hypothetical protein
fig|208963.12.peg.3817	PA14_46510	hypothetical protein
fig|208963.12.peg.3818	PA14_46520	hypothetical protein
fig|208963.12.peg.3819	PA14_46540	hypothetical protein
fig|208963.12.peg.3820	PA14_46560	Outer membrane protein
fig|208963.12.peg.3821	PA14_46570	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3822	PA14_46580	"RND efflux system, membrane fusion protein"
fig|208963.12.peg.3823	PA14_46590	Cation efflux system protein
fig|208963.12.peg.3824	PA14_46600	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
fig|208963.12.peg.3825	PA14_46610	Putative protein-S-isoprenylcysteine methyltransferase
fig|208963.12.peg.3826	PA14_46620	Thioredoxin reductase (EC 1.8.1.9)
fig|208963.12.peg.3827		"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3828	PA14_46630	Phenazine biosynthesis protein PhzF like
fig|208963.12.peg.3829		FIG00956068: hypothetical protein
fig|208963.12.peg.3830	PA14_46640	Ferrichrome-iron receptor @ Iron siderophore receptor protein
fig|208963.12.peg.3831	PA14_46650	Iron siderophore sensor protein
fig|208963.12.peg.3832	PA14_46660	"FIG006045: Sigma factor, ECF subfamily"
fig|208963.12.peg.3833	PA14_46670	hypothetical protein
fig|208963.12.peg.3834	PA14_46680	Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM
fig|208963.12.peg.3835	PA14_46700	Threonine and homoserine efflux system
fig|208963.12.peg.3836	PA14_46710	"Transcriptional regulator, Cro/CI family"
fig|208963.12.peg.3837	PA14_46720	PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein
fig|208963.12.peg.3838	PA14_46740	tRNA proofreading protein STM4549
fig|208963.12.peg.3839	PA14_46750	Putative hydrolase SCO1113
fig|208963.12.peg.3840	PA14_46760	MoaD/ThiS/QbsE family sulfur carrier protein
fig|208963.12.peg.3841	PA14_46770	hypothetical protein
fig|208963.12.peg.3842	PA14_46780	PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein
fig|208963.12.peg.3843		hypothetical protein
fig|208963.12.peg.3844	PA14_46800	Permeases of the major facilitator superfamily
fig|208963.12.peg.3845	PA14_46810	"probable sigma-70 factor, ECF subfamily"
fig|208963.12.peg.3846	PA14_46820	hypothetical protein
fig|208963.12.peg.3847	PA14_46830	hypothetical protein
fig|208963.12.peg.3848	PA14_46840	hypothetical protein
fig|208963.12.peg.3849	PA14_46850	Transcriptional regulator
fig|208963.12.peg.3850	PA14_46860	Lysine decarboxylase (EC 4.1.1.18)
fig|208963.12.peg.3851	PA14_46880	ribosomal protein S6 glutaminyl transferase related protein
fig|208963.12.peg.3852	PA14_46890	Putative short-chain dehydrogenase
fig|208963.12.peg.3853	PA14_46900	hypothetical protein
fig|208963.12.peg.3854	PA14_46910	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)
fig|208963.12.peg.3855	PA14_46920	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)
fig|208963.12.peg.3856	PA14_46930	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)
fig|208963.12.peg.3857	PA14_46950	Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)
fig|208963.12.peg.3858	PA14_46960	Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)
fig|208963.12.peg.3859	PA14_46970	L-asparaginase (EC 3.5.1.1)
fig|208963.12.peg.3860	PA14_46980	Signal transduction histidine kinase regulating C4-dicarboxylate transport system (EC 2.7.13.3)
fig|208963.12.peg.3861	PA14_46990	"Two component, Sigma-54 Specific, central transcriptional regulator of acidic amino acid uptake"
fig|208963.12.peg.3862		hypothetical protein
fig|208963.12.peg.3863	PA14_47000	Putative oxidoreductase
fig|208963.12.peg.3864	PA14_47010	hypothetical protein
fig|208963.12.peg.3865		SAM-dependent methyltransferases
fig|208963.12.peg.3866		hypothetical protein
fig|208963.12.peg.3867	PA14_47040	Putative integral membrane PA1331
fig|208963.12.peg.3868	PA14_47060	Putative short-chain dehydrogenase
fig|208963.12.peg.3869	PA14_47070	Hypothetical protein PA1329
fig|208963.12.peg.3870	PA14_47080	"Transcriptional regulator, LysR family"
fig|208963.12.peg.3871	PA14_47090	Putative protease
fig|208963.12.peg.3872	PA14_47100	Threonine dehydratase biosynthetic (EC 4.3.1.19)
fig|208963.12.peg.3873	PA14_47110	Ketosteroid isomerase-like protein
fig|208963.12.peg.3874	PA14_47120	hypothetical protein
fig|208963.12.peg.3875	PA14_47130	Putative transmembrane protein
fig|208963.12.peg.3876	PA14_47140	Ferrichrome-iron receptor
fig|208963.12.peg.3877	PA14_47150	"Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB"
fig|208963.12.peg.3878	PA14_47160	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)
fig|208963.12.peg.3879	PA14_47180	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)
fig|208963.12.peg.3880	PA14_47190	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
fig|208963.12.peg.3881	PA14_47210	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
fig|208963.12.peg.3882		FIG00954552: hypothetical protein
fig|208963.12.peg.3883	PA14_47230	Permeases of the major facilitator superfamily
fig|208963.12.peg.3884	PA14_47240	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3885	PA14_47250	hypothetical protein
fig|208963.12.peg.3886	PA14_47260	Permeases of the major facilitator superfamily
fig|208963.12.peg.3887	PA14_47270	Transcriptional regulator
fig|208963.12.peg.3888	PA14_47280	Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)
fig|208963.12.peg.3889	PA14_47300	2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)
fig|208963.12.peg.3890	PA14_47310	"Phosphonate uptake and metabolism regulator, LysR-family"
fig|208963.12.peg.3891	PA14_47320	hypothetical protein
fig|208963.12.peg.3892	PA14_47330	putative amidotransferase
fig|208963.12.peg.3893	PA14_47340	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)
fig|208963.12.peg.3894	PA14_47350	Permeases of the major facilitator superfamily
fig|208963.12.peg.3895	PA14_47360	Protease II (EC 3.4.21.83)
fig|208963.12.peg.3896	PA14_47370	Signal peptidase I (EC 3.4.21.89)
fig|208963.12.peg.3897	PA14_47380	Putative Ton-B dependent hemine receptor @ Iron siderophore receptor protein
fig|208963.12.peg.3898	PA14_47390	Iron siderophore sensor protein
fig|208963.12.peg.3899	PA14_47400	"FIG006045: Sigma factor, ECF subfamily"
fig|208963.12.peg.3900	PA14_47410	UPF0260 protein YcgN
fig|208963.12.peg.3901	PA14_47420	RcnR-like protein clustered with cobalt-zinc-cadmium resistance protein CzcD
fig|208963.12.peg.3902	PA14_47430	Cobalt-zinc-cadmium resistance protein CzcD
fig|208963.12.peg.3903	PA14_47440	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
fig|208963.12.peg.3904	PA14_47450	Protein YcgL
fig|208963.12.peg.3905	PA14_47460	Ribonuclease D (EC 3.1.26.3)
fig|208963.12.peg.3906		FIG00958034: hypothetical protein
fig|208963.12.peg.3907	PA14_47490	Strictosidine synthase precursor (EC 4.3.3.2)
fig|208963.12.peg.3908	PA14_47500	"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
fig|208963.12.peg.3909	PA14_47510	Hydrolases of the alpha/beta superfamily
fig|208963.12.peg.3910	PA14_47520	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3911	PA14_47530	hypothetical protein
fig|208963.12.peg.3912	PA14_47540	Long-chain fatty acid transport protein
fig|208963.12.peg.3913	PA14_47550	Glutathione peroxidase (EC 1.11.1.9)
fig|208963.12.peg.3914	PA14_47560	Probable MFS transporter
fig|208963.12.peg.3915	PA14_47580	"Transcriptional regulator, MarR family"
fig|208963.12.peg.3916	PA14_47600	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.3917	PA14_47610	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.3918	PA14_47640	Probable MFS transporter
fig|208963.12.peg.3919	PA14_47650	Cobalamin synthase (EC 2.7.8.26)
fig|208963.12.peg.3920	PA14_47660	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)
fig|208963.12.peg.3921	PA14_47670	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)
fig|208963.12.peg.3922	PA14_47680	Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
fig|208963.12.peg.3923	PA14_47690	Cobyric acid synthase (EC 6.3.5.10)
fig|208963.12.peg.3924	PA14_47720	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
fig|208963.12.peg.3925	PA14_47730	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)
fig|208963.12.peg.3926	PA14_47750	"Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family"
fig|208963.12.peg.3927	PA14_47760	"Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)"
fig|208963.12.peg.3928	PA14_47790	"Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ Cob(I)alamin adenosyltransferase (EC 2.5.1.17), clustered with cobalamin synthesis"
fig|208963.12.peg.3929	PA14_47800	Outer membrane vitamin B12 receptor BtuB
fig|208963.12.peg.3930	PA14_47810	hypothetical protein
fig|208963.12.peg.3931	PA14_47820	"Predicted regulator PutR for proline utilization, GntR family"
fig|208963.12.peg.3932	PA14_47840	4-hydroxyproline epimerase (EC 5.1.1.8)
fig|208963.12.peg.3933	PA14_47850	D-amino-acid oxidase (EC 1.4.3.3)
fig|208963.12.peg.3934		"Hypothetical, similar to sarcosine oxidase alpha subunit, 2Fe-2S domain"
fig|208963.12.peg.3935	PA14_47860	Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster
fig|208963.12.peg.3936	PA14_47870	Permeases of the drug/metabolite transporter (DMT) superfamily
fig|208963.12.peg.3937	PA14_47880	Transcriptional regulator
fig|208963.12.peg.3938	PA14_47890	Putative DNA-binding protein
fig|208963.12.peg.3939	PA14_47900	Probable MFS transporter
fig|208963.12.peg.3940	PA14_47910	"Transcriptional regulator, AraC family"
fig|208963.12.peg.3941	PA14_47920	probable binding protein component of ABC transporter
fig|208963.12.peg.3942	PA14_47930	2-Methylcitrate dehydratase AcnD
